,YID,label
2418,M3ZqtoYCh4s,Funny
2419,wY9woI8SP9c,Happy
2421,aONX3E7NPH8,Scary
2423,yfnaI6h8p1E,Sad
2428,rpp58OmWBDY,Sad
2430,cwHsoYIpD5c,Scary
2431,Ha7O_U2vdLE,Scary
2433,91PVD5819hA,Sad
2434,vqjWj9fxws0,Happy
2435,3Am1I1MvZ6k,Happy
2438,xCFNIR9LVTc,Sad
2439,aATlTyQwx5A,Sad
2440,bELomWxxM7Y,Funny
2441,svNayU6q3Dg,Happy
2445,riWDIZHMTf8,Scary
2446,_bRJZzt-64Q,Angry
2449,xcXUaWORef8,Funny
2450,drFRQOYj6IQ,Scary
2451,i_Iglr5oJgg,Sad
2452,sWb9D0D87DU,Funny
2455,lexrxds076o,Scary
2457,isl0z1CGfDM,Happy
2458,Vy2531V-UVQ,Happy
2459,rxjz0gdGvyA,Angry
2460,Q81Zjqizp5I,Funny
2461,fw5v1UEpMgI,Funny
2462,p7265x3FBqo,Sad
2464,yLyuFNAaOAo,Funny
2465,P7B5pGEwy60,Scary
2466,Fad9uxVCN8M,Funny
2469,IFyBxXpb1HI,Scary
2470,iMmYVLSb1IY,Scary
2471,YsJp0h6oF5g,Sad
2472,22Hiqt-pc-o,Happy
2474,WqIOiWJ_5J0,Scary
2476,5xuHja_RY5c,Scary
2477,SL6tKv9hLFQ,Angry
2478,W02zh6u9MaA,Angry
2481,nCVD_0OQkAM,Angry
2485,Qhb6pqQOkBc,Scary
2486,3MDg1XN_5nE,Funny
2488,sytdnmy0sRs,Happy
2492,tRsoxNttN3g,Scary
2493,c5NWxhI59Ao,Happy
2494,nFuSFiXf7jo,Happy
2500,h6NLNF6Pt4I,Sad
2503,wdm7I9VKmEA,Funny
2505,-60D1x-whAU,Angry
2508,yNm2Kg3nEYQ,Scary
2509,UkTWTkIl0qs,Happy
2510,4PNPgaLKFlc,Happy
2511,_nnoiAPtYg8,Angry
2512,AcPW4XUDZLs,Scary
2513,h5ofc2B2Xh8,Sad
2514,9VwnFT4uxJU,Angry
2515,cLGMgZBSmiM,Angry
2516,40iJCE2LuRA,Angry
2519,udQQrQB-gr4,Angry
2521,Q2lQuyoqAcw,Angry
2522,ZtmU1CW-rI8,Scary
2524,VQMhRcMaPSs,Sad
2526,ZpqWL3YTjOI,Angry
2528,lFIHo8l12OA,Funny
2529,3DXQ-qAlWyg,Funny
2530,WxhS48XPWZw,Sad
2531,34lHZSK31qg,Funny
2532,EAIKWjZ7__U,Sad
2533,vcdujDMhV2o,Funny
2535,bHVfzdwg61M,Funny
2537,BsoZMlGSmDc,Happy
2538,WF0LvEGh8NM,Scary
2540,By_HMlxvexY,Angry
2543,0tvYPZdqS8k,Happy
2544,ht5nAzE4lzI,Funny
2545,0g4waTKz53Q,Happy
2546,cZAV5qUhUVg,Scary
2547,st9GFcHCUO4,Funny
2548,8uahexc2sI0,Funny
2549,zaSVmpaent4,Scary
2550,W8Xh3G0VZA4,Scary
2551,3T9DuBvGFiU,Sad
2552,fsnI70UpWbw,Funny
2553,rN6PRVFp7MU,Scary
2554,_4-gw4Ylyzo,Happy
2555,Waz1aUmYwuc,Funny
2557,0bLHJAeW6ic,Scary
2559,0axte0vgk0U,Scary
2560,AdgNcpKWobM,Funny
2561,PDXqipLpods,Scary
2562,VKlB4AADXP4,Happy
2564,1WnW6olT-yQ,Scary
2566,MCXUOZ-RLUw,Scary
2569,qd_F-nMTy3I,Scary
2570,-0vyZZqL3TQ,Funny
2571,-mi_SZSCDlE,Sad
2572,pzsYqbNVW_8,Happy
2574,vZYOFoq0500,Funny
2575,SKOspYkiiBM,Funny
2576,lQbWVtldiLo,Angry
2577,R4yzmxkzYLA,Scary
2578,M_wDFkRr-mI,Funny
2580,hd4qB2gFFK0,Scary
2581,tg29i2QByko,Sad
2582,3w0Nn2hg8zk,Sad
2583,N3ZVjI2v5bw,Scary
2584,tJ5rEbRsT14,Angry
2585,mBVMiWXNdNI,Scary
2587,dyuIqzgq2Co,Scary
2591,7oQcqeSqZac,Funny
2592,t9Y9ruWzN_U,Happy
2593,z6ob6JOLcoM,Scary
2594,s_BKo_1LzJM,Funny
2600,0QB7AyUDCyE,Sad
2601,3K3SiEB0J1o,Scary
2603,woPp5R1KGX8,Scary
2606,1RY5rvNKjKY,Scary
2608,zJwkQmDp4Wo,Sad
2609,fyFmCZFcC08,Sad
2610,YSxziTc0XhM,Scary
2611,NC1nrTQ2XBA,Sad
2613,l5u-g3M0v2Y,Sad
2616,-qsp9vUOAeU,Happy
2618,2_dL-0FzxTE,Funny
2620,BNzrif2Z9xQ,Angry
2624,5kQNu2ExQK4,Angry
2625,zhFvXBwWCSE,Scary
2626,fXYkgtrOmRI,Scary
2627,oy0sdL9QLv4,Sad
2628,Prd0NyzldNA,Sad
2629,TNsE5Yl7hKE,Scary
2630,2dE0kpuMKG8,Sad
2631,4oxRo60vMwQ,Funny
2632,fao2eAXx1Cw,Scary
2634,ise1MtnEDls,Happy
2635,Y0u6Fv6TS38,Sad
2637,RWsSe4rmkog,Sad
2641,sJzb2AhqkSg,Happy
2642,4cSh81-FNIc,Scary
2643,y3xBNEZ04iQ,Scary
2644,1RGcDm-HMLs,Happy
2646,fcjKGQsqD2I,Happy
2649,7gnI3eSRzyQ,Happy
2651,iI3AmqBEWTw,Angry
2652,jYP3pdG3N5g,Scary
2657,oXHbERMcmUQ,Happy
2658,wnv_XmQddsw,Sad
2660,0HZ_1W7MGa4,Scary
2662,yap53rAALE4,Scary
2664,bwVTcWEAu-E,Funny
2666,kL9rFGkr-XQ,Angry
2667,VJRgqlmue2I,Scary
2669,1u58vG_XV9E,Sad
2670,iS7khx1KUt0,Sad
2671,zKuDe7wx3VQ,Sad
2672,931eFCCQZWM,Scary
2673,oGjyx7UI0Jc,Sad
2674,3yh0LZn4AY8,Happy
2676,quPEjOXsOus,Sad
2677,DDNTaRFk-EQ,Scary
2678,Ek0biGdkaYM,Angry
2679,fIVkHUtiNJs,Funny
2682,B7ZNC8h8Mmw,Scary
2683,-Z1pHmAonwc,Scary
2684,bBV5T2Yz-so,Scary
2686,M4FO0JYcutA,Happy
2687,1FRMm8wDKVk,Happy
2688,rZTjzSr7osc,Scary
2694,S_Qd6r2SjFQ,Happy
2697,x1HQAJCgKQU,Angry
2699,VKJS49p4wXk,Angry
2700,o4n8ypsaLkE,Scary
2701,gfIqYbQQq10,Angry
2702,T7IseZHeibE,Funny
2704,Np6Xh7ZxwNg,Scary
2705,yZN4vzQcWg0,Scary
2706,n66R7kP-XvM,Happy
2707,JdEXUz9-93o,Angry
2708,Vr7wbGcvFts,Happy
2709,2G5bSYHcJSM,Funny
2713,2Wi730CykFU,Happy
2714,K7kbko6uZt8,Sad
2717,ODiQz39VhNo,Sad
2718,CnTMm-bzssM,Sad
2719,lGWbAR4qI5A,Angry
2720,eG_wyuBnV1s,Happy
2721,dDRZkHQj3Xg,Happy
2722,0jE1XHKwv0Q,Happy
2723,rSApfh99ZLc,Scary
2725,Qc0AVKsdXSY,Happy
2727,c8OjQ_EOFkw,Angry
2728,BfU6Rg9tzNU,Funny
2730,D9VNnmOdNfk,Angry
2731,WoHtGEcCMFU,Scary
2734,Z3LufnbAW4Y,Sad
2735,sT-TDqsscWw,Sad
2737,dCly63sIg_E,Angry
2739,wzAbrbfey10,Sad
2741,umFunHb-DUQ,Funny
2743,0aXi7kaH4Ck,Happy
2744,zbd19Bk4trs,Scary
2745,JvbNa3TAu2w,Sad
2746,6hNHc3eyvK4,Funny
2747,uSlmXoTJwt0,Scary
2749,U3aTchrPLW8,Scary
2750,dE_E3c10K7Y,Scary
2752,3eI26IC9Cb0,Sad
2754,9PbVJLYTXUA,Happy
2755,4m_gcr5Jmqs,Sad
2756,5ieMy-PAKA0,Sad
2757,1bZ2m72WGc8,Happy
2758,yN9aX1vpXsI,Happy
2759,-KWw_7x0GNw,Sad
2760,UsHtZ7Bzi0s,Angry
2761,BspRsfrjODY,Scary
2762,lj91a6W91J8,Scary
2763,PD3UxkCI73M,Angry
2764,OhmiEsqvHp4,Sad
2765,nipCje7GK6c,Sad
2767,ce6WMjKznt4,Scary
2769,QtroTD_kkZg,Sad
2771,5zl7BYDe3Ck,Sad
2777,-qcATbadn60,Scary
2780,kIsZmx7sYh0,Scary
2781,a37-zTEmb-U,Funny
2782,v-wWClYOEXA,Sad
2783,mlpTCec4igo,Happy
2786,7W2UA2H3YZo,Happy
2787,tzV7n-HDoAo,Sad
2788,1pCQp8cw6tw,Sad
2789,BtQR65wDQPM,Happy
2790,5jD10IfFuBo,Happy
2791,KeCsLCs1lwo,Scary
2792,fG6FUvY7_J0,Funny
2793,-aWyzSBS-uQ,Happy
2794,02Nz6LlHwV8,Happy
2796,FTdcanPJw6E,Angry
2798,JT7oakYAlcg,Funny
2801,EpHbSOjicEw,Scary
2802,F7xgqWF24XE,Happy
2803,VQMyZ3VCuq0,Funny
2804,wfExkoE_1Gw,Funny
2805,T8zQA4aJj_c,Happy
2806,_vRLwy-Uhr8,Happy
2808,1QdCKRaX82g,Funny
2809,P-0gZ2PqeLU,Scary
2810,07DJbwEh-y4,Scary
2812,wd13gci2L7A,Happy
2813,O3gtMeSXhw8,Scary
2814,o65o9tjkmwU,Happy
2816,iP7PO5zJvR8,Funny
2818,7zOlSybiWqg,Scary
2819,uqbVdJ7Z9iY,Sad
2820,xh-_wXfQf4Q,Scary
2822,bPtfkThvy2I,Funny
2823,9XOJ2qEQdyY,Angry
2831,IpojOmWxu0k,Funny
2832,2lJBfrywEjQ,Sad
2834,kw0h0NvDIQA,Funny
2837,qMAASPmpP24,Scary
2838,KWn5W7rJxfo,Sad
2839,0h-MCqp8LoM,Scary
2841,tqjXifKBO5Q,Scary
2842,7AtU3k8lkrI,Scary
2843,nAKNz5lDnf8,Sad
2844,-E0ABoKzZIE,Happy
2845,ew0vGxOIyHs,Sad
2846,DSycygDGf40,Scary
2848,KdbwEPhIFVE,Scary
2849,TTBiO1L6ODE,Scary
2850,Vk-V0EZ3UIY,Funny
2851,1JtRnNxm_XQ,Happy
2852,5MHjM5qsWmU,Funny
2853,XP3Jh2zgFh4,Angry
2854,jJqnvo-AcV0,Scary
2855,zsk6sI98x0Y,Angry
2856,k0PYuIcczBE,Sad
2858,3Ri9gScBtEY,Funny
2860,HyU3oZSlPGo,Sad
2861,J8Fd4p0f8rE,Sad
2862,5CVye9Hbx9I,Sad
2863,CPsOd4dHluw,Scary
2864,BjOU5q-r2hc,Scary
2866,uKFi401SKLM,Angry
2868,JxhbzL9ltUM,Angry
2869,bbQKQVwQtZk,Scary
2870,Av1k-ESqv-k,Happy
2871,IsYhjMYovDQ,Sad
2872,wuEInDQfyi4,Sad
2874,3i2kfvnyaJ4,Scary
2876,y0AYIpO7uVE,Funny
2879,TEHQrKj4V-M,Scary
2880,juIt0b0QoN0,Funny
2881,uXw7uHlSaaM,Funny
2883,qhNjo2JS9Jg,Scary
2885,KzydTOkZty8,Happy
2886,ta8bHwbloVY,Happy
2887,59_qI-itLgE,Funny
2888,UcLNjUgq6Hc,Sad
2889,1GLwNKhnwLM,Happy
2890,dHW5qhHumvQ,Angry
2893,8FPA_Y7sssI,Happy
2897,HsPVG_wtVKA,Scary
2898,cj98jxXsrQQ,Scary
2899,cY3g6N5Sokk,Scary
2900,0smpjzGpl9M,Happy
2904,aZGd3Xm1tJU,Angry
2905,07FxCXxknY4,Happy
2906,4Zywej2Jzt4,Sad
2911,35W_cFn9LJE,Scary
2912,JharkX2DzUY,Angry
2913,VHT5LP3D96w,Funny
2914,t49Wapp_eAY,Scary
2915,Hsh0PDIaCr4,Scary
2917,xkOrz7KrtHY,Scary
2918,AZiICvqgJX4,Sad
2920,M8TZOyeKD6E,Scary
2921,SlC2XY2AQZY,Happy
2923,plOFG8Q-8kc,Scary
2925,eZnk3ejnbuQ,Scary
2927,3O53iAIfawI,Scary
2928,fGXxuechGKg,Sad
2929,kgMtYK6luKQ,Sad
2930,cxpMs6xfxUw,Scary
2931,FtNUxPFelOg,Happy
2933,BhWrvOhpBY0,Happy
2934,ynO91djAHmo,Funny
2935,bTAgqUqvzJw,Scary
2936,ipQWB8fa5dU,Funny
2937,ItzF4CpKt-Y,Scary
2938,YYJqiBRKZPg,Scary
2940,yB8rFtuIXh8,Happy
2941,Z-JNWk1UEmk,Scary
2942,vTXb8P7sAFY,Scary
2944,g7O4bl0BY3U,Happy
2945,MkGCcsz5oJQ,Funny
2948,kPlTKqBZDaM,Sad
2950,1NP-loLM1Qw,Happy
2951,tvnHg0589Dc,Funny
2952,23MgaU1SHpM,Happy
2954,lWVhqOKTs8w,Scary
2956,xIdWJyhWueE,Sad
2957,ohta6RSl_Cw,Sad
2958,h8wX03WkwGA,Sad
2959,AZz3iJy45tY,Funny
2960,-isfWGG2T2U,Happy
2963,eCDnCZBMUJ4,Funny
2967,KpRHRh9PaRU,Happy
2968,GG9_TM4GYJ0,Sad
2969,UcQ3P-rPK-Q,Funny
2971,W5Zb2PX2yNs,Happy
2975,wWhk9VzQwbc,Happy
2978,-eKAAApvN8s,Sad
2980,PjTs-b-_fNA,Scary
2982,tj2YCd1X8n0,Angry
2983,bztxC9EFfCk,Angry
2984,WXvVAMzi1Eo,Sad
2985,5Gy3kuhnJNE,Angry
2986,4-AWJUyi_IY,Scary
2988,8S2FDY6rziE,Scary
2989,m7CIWQ9Py5s,Angry
2990,zESSVTIlB2s,Funny
2991,3J5M_YK0IG4,Scary
2993,JwgkEOI7JWE,Scary
2995,d8v5iSBQal0,Sad
2996,8ZgL8aMm87U,Happy
2999,teJxMpCEjy4,Happy
3001,vTe74-VlHZE,Sad
3002,ANlHsfnpnyE,Angry
3004,clBxnfTUmZc,Funny
3008,8BjTvN1z9MI,Sad
3009,aPxGBMeM-aY,Sad
3010,-M8vsL3WDYY,Sad
3011,4hulNRgH6cI,Angry
3013,XL3_PXP5nIk,Sad
3014,0P8SW-n13Uw,Angry
3015,-ykSUG2HsjQ,Sad
3016,q8fkAdhsTiE,Sad
3017,xydinBFZ8Cg,Sad
3018,yjIBSoRKKQA,Angry
3020,X6nMoPajju4,Funny
3021,0H8Co8jdbT4,Funny
3023,fffzeOcsVlc,Sad
3024,hxsG2Q8G6qU,Funny
3025,8NSW4lXRYAc,Sad
3026,nKjCpLhUgww,Funny
3027,i7q_PlWGJUM,Scary
3029,S_Z7o4OmU30,Funny
3031,PE1ges9nn6A,Happy
3032,ztekB8EX19g,Funny
3033,CKwnF4ajauc,Scary
3035,TRhu-_56o8k,Scary
3036,-4fwRc6fXBo,Sad
3039,iX_U7drY5YQ,Sad
3042,vy2gUzgmBzQ,Angry
3043,MtfMizAT1Ak,Sad
3044,SvMH3EQh6_s,Sad
3045,CxsNsDw42Gk,Scary
3046,4QJktFv916o,Angry
3048,itT0_RhSipQ,Scary
3050,1ozea-lI2jU,Sad
3051,zZb1x6e5vcA,Scary
3053,00-P8QMh4MQ,Sad
3054,9GBCuyi8c_A,Sad
3055,2aj4jfiqiLw,Scary
3056,ZTqvkmUmIQ8,Scary
3057,-KT4oz0FfNw,Angry
3058,bTVl2GeNfqI,Angry
3059,c1miRAPTA3A,Happy
3061,MKlh1gr8F24,Angry
3063,BduTHHgeAjw,Happy
3064,inyLw1SG9oI,Angry
3065,MS1ZHDxUbx8,Scary
3066,7gCZG66fz6A,Scary
3068,2GEz1kgQPms,Sad
3069,GeKC86e1kts,Happy
3070,uvRUSUzkA-A,Angry
3071,UaHzy-1v4kI,Funny
3072,q0Vz7PFuDWk,Scary
3073,YSwVoeP_88I,Sad
3074,2gI8Fsam_rU,Sad
3075,nKbCuX9pVEc,Sad
3076,2a2ZZSdcHng,Funny
3078,6Q5cvhNfIJ8,Angry
3082,W2lN6dkQpcY,Scary
3083,17HN8-9qczM,Sad
3084,tHjgiu5-KG4,Scary
3087,-FETD9Ow2w8,Funny
3088,qkjyNudrwz4,Happy
3090,i32FqFJbodY,Happy
3092,0tnXcvHZdHA,Happy
3093,hZHOqW06TEI,Angry
3094,-q1CHL-9uNQ,Happy
3096,iFtElTucf_o,Sad
3097,XcqhhZYVrwM,Scary
3098,NH_3Og8a14Q,Angry
3099,RxdMDbJ9vs8,Scary
3100,ComX3efC4v8,Scary
3101,y_0UPux_b-c,Sad
3102,7DNlRQlHe0g,Funny
3103,XwCJZi8IlcU,Funny
3104,kAomUmGTno0,Sad
3105,0TIuwSaevec,Funny
3106,KDuusOmEMHg,Happy
3108,Qk8vJfk7l6A,Scary
3111,3rigFimAwEQ,Sad
3112,DopsS5Dd1Hw,Happy
3113,oNcqngPVBIY,Sad
3114,OshyhWVquA0,Happy
3115,vQjeeuNxv4Y,Sad
3116,AyJW2RW_25E,Sad
3118,ES33nLcfb9Q,Scary
3119,Jw-1x0zWdnI,Sad
3120,P1o6qcASS5c,Angry
3121,2U8Dvh7nwFI,Happy
3123,lCAGVOnXvDg,Sad
3124,K9o9mwqXehY,Scary
3126,1KR9UNayIAc,Funny
3127,LY2h1BtVXXQ,Sad
3129,9tSDy7jLVYQ,Scary
3131,Uw05540nVZA,Sad
3132,IiFNkemlb_M,Sad
3135,lpCV1tdqFgw,Funny
3136,nZztuImrgHs,Sad
3137,KpC-V5BOhDU,Funny
3138,oob3wuXVzuM,Scary
3142,BNZxDUR61Mc,Scary
3146,X_ZNqN4s0BA,Sad
3147,sj1fujcqJB8,Angry
3149,S1dzxChKt_Y,Funny
3151,i6CWBD_lP_U,Happy
3152,6RgTojldHj0,Angry
3153,BTg2Ed8T7nY,Funny
3154,lBDrYpbabZ8,Angry
3155,41fyZE_eGJk,Sad
3156,g4H8bq7MV9k,Happy
3158,lCwD_0ChWv0,Angry
3159,l_Kg6xUan-Q,Angry
3160,9ZryMX2UtAo,Happy
3161,SoW9HAPjME8,Angry
3162,irrbuWSa12E,Angry
3163,Hooz4Ut1BqU,Angry
3164,-SCTYrq78NM,Happy
3165,SpTPbrH9DpM,Angry
3166,OWrcwyRLegc,Sad
3167,1u6Iu7gMMFQ,Happy
3169,61BVkHzgDcI,Angry
3170,pmlhwh3DTTg,Angry
3171,00cjBW18AMM,Funny
3172,tOsq9wJmaZs,Sad
3173,zPMiMXCazAI,Scary
3174,1SwqQ9Hgu4Y,Happy
3175,ghiZoHs03PM,Scary
3177,qx9lJRAExsk,Scary
3178,fXt9duT3mWA,Funny
3179,Hg2iscJ6CKY,Funny
3180,gzSrfLRVZZ0,Scary
3181,MqMogmk-4U0,Scary
3182,f4_S2VUs4U8,Scary
3185,j1edNxIcZtY,Sad
3187,TUi9phjRYq4,Funny
3188,EPvnkbo5wrI,Angry
3190,3Wcp8qviOlo,Happy
3191,FaD9qs2ACpI,Funny
3192,ZhtD4JjaVUM,Sad
3195,CwJRaE7m6Sw,Angry
3196,UpgoqetJj9w,Happy
3197,qDKxJbtngDI,Scary
3199,NmXVAGQATvk,Happy
3201,9YRXRsIFCdw,Funny
3202,0iH0OPm9NCc,Sad
3204,5ZF6bRkZeNI,Sad
3205,-HKaeYUlJ2w,Happy
3206,O7se0E7FZ7I,Sad
3207,ZE6oN-uG4w8,Funny
3208,t91V0G2lILo,Scary
3210,u8aasGR2J8E,Scary
3213,CBch4imv7VE,Sad
3214,Fct1uqiDfmQ,Angry
3216,jFXuiwIAy7M,Angry
3219,7iMVwVCRRlQ,Angry
3220,wNknUX5MKuk,Angry
3222,rhuOEHnlKXk,Funny
3223,emdXfF7yrlE,Angry
3224,CZMG4zOJRjs,Scary
3225,m-jbQikBU04,Funny
3226,CAebjPD6PZ4,Scary
3227,lsR_bctTSik,Sad
3228,HbfqUtGJMus,Angry
3229,vJctsYds8Ss,Funny
3230,m9BunBnjTPA,Funny
3231,rk-9-d80llk,Sad
3237,EMH62GouiTA,Sad
3238,fnl-L5lxY4s,Scary
3239,blKw6XdI4ho,Angry
3240,165MfFbsh_Q,Funny
3241,HmeGz7VPkVk,Scary
3242,olOed323_E0,Scary
3244,GJTA3a4jIdU,Sad
3245,w22TzdirCyg,Funny
3248,pavVPxYg_Kw,Sad
3249,4cxkN5Bxs7w,Funny
3250,K6oBMh_eLLo,Scary
3251,2OwtfGKL9x0,Funny
3253,80C83_uanDo,Sad
3254,lBKUDEb5fiQ,Scary
3255,I2ZPP9jrdIE,Funny
3258,fVuT6HE58CQ,Sad
3259,K5BKZ8J6yV4,Funny
3260,tPW7n7aNBWI,Scary
3261,vX0s2q3ZYY8,Scary
3262,Z98TWDei3pA,Scary
3264,0YtZyiVVpL8,Happy
3265,WqQl-04AFaQ,Angry
3269,WwhcBXBMSaM,Scary
3270,YX7x-3GclOo,Funny
3271,aRA6_UnNw9E,Happy
3273,ueh3Qg2q95I,Scary
3274,Qt96IYV56vY,Scary
3275,e2eRITTj58A,Funny
3276,8nF4wtCrhyk,Scary
3277,6prG_6o0IX4,Angry
3278,vFLlcU5LRN8,Angry
3280,K5mxaGokLvs,Angry
3282,fAHYe-qmFnU,Scary
3283,l3R5AENw_zc,Scary
3285,NLD24T-Ds3o,Funny
3287,_zOLS6Ycvwc,Funny
3288,-YzKv0fvoAY,Angry
3290,odF9WvrSmSM,Funny
3293,gZ59Tx454DU,Angry
3294,1pqcGicsem8,Scary
3295,OjLcZe7WUig,Angry
3296,JatUlYsLTqY,Angry
3297,DTvgV-2X5bY,Sad
3298,39cpK4ytBA4,Happy
3299,b4Ratf5ICmE,Scary
3301,2pSuDrdrMBE,Angry
3303,ocNhGWdWTsI,Sad
3304,bAMVHXIENCs,Angry
3305,BiWmcBX-4as,Sad
3307,lFvclBS73Xg,Funny
3309,kUDkTrSxf88,Angry
3310,R0xhkrjggys,Angry
3311,-vxza7AEsWk,Happy
3313,0aVBst4DxYc,Angry
3315,7-iYtxamwcM,Sad
3317,5AS-cRUo-vQ,Happy
3320,yivw-6wM4yI,Sad
3326,djFXF5V9aUs,Angry
3327,nlcqVKuAd0Q,Angry
3328,1_oSQS4pxIs,Happy
3330,piyYJ2l_h8Q,Happy
3332,Mxivhc-xd6s,Happy
3333,sGLTyOPcIY8,Funny
3334,mEwxLO-Z29c,Sad
3335,i0Lfuq3WgI0,Scary
3338,-xUBwlhR714,Scary
3339,MYMq9SYOPBE,Sad
3344,397mU38mh8I,Sad
3345,TjxJ9C3hE6c,Scary
3347,66Q2a8s49gk,Sad
3348,O8inSQ12bIo,Angry
3349,Insr9tkXV_M,Funny
3350,zlexFk7N0aw,Angry
3351,SAhG1DibSuE,Scary
3352,cYG5LNa_pPQ,Happy
3356,bwE7TcNaHLM,Funny
3357,pR87Ts3a0e8,Angry
3358,AHmcuClSTL4,Angry
3360,FDswuKqAp0Q,Sad
3361,JxdPLIEfLIg,Happy
3362,03eIzjefZ90,Happy
3363,68qbDjhC1OE,Sad
3365,BLG8KIcTOUM,Sad
3366,BSLYviJmjdc,Scary
3368,zaBlO5HqqrA,Sad
3369,WZVXHLnwi-U,Funny
3370,Cc12Gg28c8Y,Sad
3374,W-SxHL2P9Mc,Scary
3375,iuiGAC82Rok,Funny
3378,jJoyPndQ_nY,Sad
3381,0o0TvvZViis,Angry
3382,dwSj0Rr3vFc,Sad
3384,_49csVyC_P0,Sad
3387,YbkYjGtljB8,Angry
3388,5speFcRxcUc,Angry
3393,T1rkdlDDWFw,Sad
3395,95VB_GNBzaw,Funny
3396,glwTBs-cQLw,Sad
3397,aNeC7sZQxwc,Scary
3398,LZlHRgTmd6I,Sad
3399,zfmzi3Tw3lg,Sad
3401,xUMHT3tEnj8,Happy
3402,2xw38gDkj44,Angry
3403,o1Lf6uFGIq0,Scary
3404,1urDicxbVI8,Happy
3405,nqZDSLNO-DQ,Scary
3406,kJieyUS30y4,Angry
3407,pbVYSktQ5jE,Happy
3409,26ljebx1OCQ,Scary
3410,Hax0xFzpZKQ,Funny
3413,waGL5T7CLtY,Funny
3415,om3VC6ru4yk,Scary
3417,S3UwkdzBaro,Sad
3418,lMAQKp5ECiQ,Sad
3419,rJskSPT2JsY,Funny
3421,OAoXZSCmNwg,Scary
3422,FLGy7oJqCOI,Happy
3423,Qr0HsauJabs,Angry
3424,-NPqCu4DyAM,Funny
3426,0-DVrCnMmos,Scary
3428,_VmCPixy9GQ,Scary
3429,wsv-fMmjolk,Sad
3430,tx8nCjGjdlw,Sad
3431,s32SityPJTk,Scary
3432,hGEdunlnGKs,Funny
3433,MXEgMGYi84I,Sad
3434,00qMXu5Msg8,Sad
3435,pJiK6icWEmU,Funny
3436,7VGpIrz4B5I,Happy
3439,JG5eMcEkw_s,Sad
3440,9G7EBC-A8_8,Scary
3441,-BfLyAjpt6k,Sad
3442,yzhnYffG8T0,Sad
3443,f4Jh91G3los,Scary
3445,gBvjglnCuJc,Scary
3446,CJCuGSvBiZY,Funny
3447,tvKLfZbOWW0,Funny
3448,AxdR5g7O59U,Sad
3450,5asIgnTN8oI,Sad
3451,OBJM1TqPvu4,Scary
3452,ZrkvPqsR8Qs,Funny
3453,DofVl9IXWyw,Angry
3459,-nn6P7Kn1sM,Happy
3460,2c_01aAawdA,Scary
3461,iCHskFoUvbw,Angry
3465,-ZJ0T6C54sY,Scary
3466,H0GhpHKOBEw,Funny
3467,rvhyE9TsuN0,Sad
3468,_8Zy-rbfQUc,Scary
3471,Ol8gIVa1b8k,Angry
3472,Vulxv9DQOI4,Happy
3473,xA1AVhSx43g,Scary
3475,QJwkX-KR5KY,Funny
3478,CtqrEdm7snU,Scary
3479,yZJOQIw71lQ,Scary
3480,lKHqrUOz2rQ,Funny
3481,8ClkK877OK8,Sad
3483,kz-fkQRgBkA,Sad
3484,gU8h9ArwaT8,Funny
3487,DRMxqdYCuBU,Happy
3488,k1QroWBE3YI,Scary
3489,Ru-d3RZDTTU,Happy
3491,Kutiwu_gb3I,Sad
3494,04T3WkD4tf4,Scary
3497,nhiEZoP8mjY,Sad
3498,lnJdWXRgjKo,Sad
3500,SZb1Dv75H6U,Scary
3502,yL7LAe4qfjY,Scary
3503,-RHOliUyF44,Scary
3504,7gi1Gsgj2QE,Angry
3505,BzM0qok5Cns,Happy
3506,IFaS7WHBhig,Angry
3508,X7F1IXoAjtE,Scary
3509,ofOG4xeYLEQ,Sad
3514,6Mbj6Rt0CBs,Angry
3515,6CmmU5AHDsE,Scary
3518,zhPIyu0N7gA,Scary
3519,3_maGeleZTo,Angry
3520,GtRsE4a-g_A,Scary
3522,w6qw50Kk1-U,Sad
3523,4yIH9Bk973Q,Happy
3525,jq7KYjtYKOo,Angry
3526,TIT1urd-G7k,Sad
3527,8GeooOGbOtQ,Sad
3534,1WJwfVNwJGE,Scary
3535,xzWkkkeP6M8,Sad
3536,Bj01nytA-MY,Scary
3538,10E405EYGaQ,Happy
3539,Ur8O3h8S0K4,Happy
3541,wDjT8KXRKsI,Funny
3542,6TGhP0sfQYk,Scary
3543,n0WVWp7FuZ4,Sad
3545,-zUI9SIl45k,Funny
3546,EK1CAEDrKb0,Sad
3550,9xEINFuD6x4,Sad
3552,fX5y0dBXcPA,Angry
3553,2jyljS5l-K8,Funny
3554,BDwBb4DIIVw,Funny
3555,euAQCWBX6ns,Happy
3556,BYniSycK08w,Scary
3557,x_wySgfoZXQ,Happy
3559,6PJ5SVoxUkM,Scary
3560,5xhjln_uyzY,Funny
3561,UkdrF1ZTkes,Scary
3562,hzNgl81rl00,Sad
3564,MDM-MqDGAGM,Scary
3565,pS_kkwy1qa8,Sad
3566,7W9oGLcsHEg,Sad
3567,OhVm-D-_ceQ,Sad
3568,vp6p45b-038,Sad
3570,59OV3CLEwyc,Funny
3572,Q7C6LdhCEs0,Sad
3574,U0E7nlilwJM,Funny
3575,HfxPBYHDXSQ,Angry
3579,sS6jlkV_cxY,Sad
3580,6ri-SBCguO0,Scary
3581,3ZhyXbwFQAM,Angry
3582,nLUTYCCdMdY,Funny
