YID,label
xh-_wXfQf4Q,Scary
bPtfkThvy2I,Funny
9XOJ2qEQdyY,Angry
IpojOmWxu0k,Funny
2lJBfrywEjQ,Sad
kw0h0NvDIQA,Funny
qMAASPmpP24,Scary
KWn5W7rJxfo,Sad
0h-MCqp8LoM,Scary
tqjXifKBO5Q,Scary
7AtU3k8lkrI,Scary
nAKNz5lDnf8,Sad
-E0ABoKzZIE,Happy
ew0vGxOIyHs,Sad
DSycygDGf40,Scary
KdbwEPhIFVE,Scary
TTBiO1L6ODE,Scary
Vk-V0EZ3UIY,Funny
1JtRnNxm_XQ,Happy
5MHjM5qsWmU,Funny
XP3Jh2zgFh4,Angry
jJqnvo-AcV0,Scary
zsk6sI98x0Y,Angry
k0PYuIcczBE,Sad
3Ri9gScBtEY,Funny
HyU3oZSlPGo,Sad
J8Fd4p0f8rE,Sad
5CVye9Hbx9I,Sad
CPsOd4dHluw,Scary
BjOU5q-r2hc,Scary
uKFi401SKLM,Angry
JxhbzL9ltUM,Angry
bbQKQVwQtZk,Scary
Av1k-ESqv-k,Happy
IsYhjMYovDQ,Sad
wuEInDQfyi4,Sad
3i2kfvnyaJ4,Scary
y0AYIpO7uVE,Funny
TEHQrKj4V-M,Scary
juIt0b0QoN0,Funny
uXw7uHlSaaM,Funny
qhNjo2JS9Jg,Scary
KzydTOkZty8,Happy
ta8bHwbloVY,Happy
59_qI-itLgE,Funny
UcLNjUgq6Hc,Sad
1GLwNKhnwLM,Happy
dHW5qhHumvQ,Angry
8FPA_Y7sssI,Happy
HsPVG_wtVKA,Scary
cj98jxXsrQQ,Scary
cY3g6N5Sokk,Scary
0smpjzGpl9M,Happy
aZGd3Xm1tJU,Angry
07FxCXxknY4,Happy
4Zywej2Jzt4,Sad
35W_cFn9LJE,Scary
JharkX2DzUY,Angry
VHT5LP3D96w,Funny
t49Wapp_eAY,Scary
Hsh0PDIaCr4,Scary
xkOrz7KrtHY,Scary
AZiICvqgJX4,Sad
M8TZOyeKD6E,Scary
SlC2XY2AQZY,Happy
plOFG8Q-8kc,Scary
eZnk3ejnbuQ,Scary
3O53iAIfawI,Scary
fGXxuechGKg,Sad
kgMtYK6luKQ,Sad
cxpMs6xfxUw,Scary
FtNUxPFelOg,Happy
BhWrvOhpBY0,Happy
ynO91djAHmo,Funny
bTAgqUqvzJw,Scary
ipQWB8fa5dU,Funny
ItzF4CpKt-Y,Scary
YYJqiBRKZPg,Scary
yB8rFtuIXh8,Happy
Z-JNWk1UEmk,Scary
vTXb8P7sAFY,Scary
g7O4bl0BY3U,Happy
MkGCcsz5oJQ,Funny
kPlTKqBZDaM,Sad
1NP-loLM1Qw,Happy
tvnHg0589Dc,Funny
23MgaU1SHpM,Happy
lWVhqOKTs8w,Scary
xIdWJyhWueE,Sad
ohta6RSl_Cw,Sad
h8wX03WkwGA,Sad
AZz3iJy45tY,Funny
-isfWGG2T2U,Happy
eCDnCZBMUJ4,Funny
KpRHRh9PaRU,Happy
GG9_TM4GYJ0,Sad
UcQ3P-rPK-Q,Funny
W5Zb2PX2yNs,Happy
wWhk9VzQwbc,Happy
-eKAAApvN8s,Sad
PjTs-b-_fNA,Scary
tj2YCd1X8n0,Angry
bztxC9EFfCk,Angry
WXvVAMzi1Eo,Sad
5Gy3kuhnJNE,Angry
4-AWJUyi_IY,Scary
8S2FDY6rziE,Scary
m7CIWQ9Py5s,Angry
zESSVTIlB2s,Funny
3J5M_YK0IG4,Scary
JwgkEOI7JWE,Scary
d8v5iSBQal0,Sad
8ZgL8aMm87U,Happy
teJxMpCEjy4,Happy
vTe74-VlHZE,Sad
ANlHsfnpnyE,Angry
clBxnfTUmZc,Funny
8BjTvN1z9MI,Sad
aPxGBMeM-aY,Sad
-M8vsL3WDYY,Sad
4hulNRgH6cI,Angry
XL3_PXP5nIk,Sad
0P8SW-n13Uw,Angry
-ykSUG2HsjQ,Sad
q8fkAdhsTiE,Sad
xydinBFZ8Cg,Sad
yjIBSoRKKQA,Angry
X6nMoPajju4,Funny
0H8Co8jdbT4,Funny
fffzeOcsVlc,Sad
hxsG2Q8G6qU,Funny
8NSW4lXRYAc,Sad
nKjCpLhUgww,Funny
i7q_PlWGJUM,Scary
S_Z7o4OmU30,Funny
PE1ges9nn6A,Happy
ztekB8EX19g,Funny
CKwnF4ajauc,Scary
TRhu-_56o8k,Scary
-4fwRc6fXBo,Sad
iX_U7drY5YQ,Sad
vy2gUzgmBzQ,Angry
MtfMizAT1Ak,Sad
SvMH3EQh6_s,Sad
CxsNsDw42Gk,Scary
4QJktFv916o,Angry
itT0_RhSipQ,Scary
1ozea-lI2jU,Sad
zZb1x6e5vcA,Scary
00-P8QMh4MQ,Sad
9GBCuyi8c_A,Sad
2aj4jfiqiLw,Scary
ZTqvkmUmIQ8,Scary
-KT4oz0FfNw,Angry
bTVl2GeNfqI,Angry
c1miRAPTA3A,Happy
MKlh1gr8F24,Angry
BduTHHgeAjw,Happy
inyLw1SG9oI,Angry
MS1ZHDxUbx8,Scary
7gCZG66fz6A,Scary
2GEz1kgQPms,Sad
GeKC86e1kts,Happy
uvRUSUzkA-A,Angry
UaHzy-1v4kI,Funny
q0Vz7PFuDWk,Scary
YSwVoeP_88I,Sad
2gI8Fsam_rU,Sad
nKbCuX9pVEc,Sad
2a2ZZSdcHng,Funny
6Q5cvhNfIJ8,Angry
W2lN6dkQpcY,Scary
17HN8-9qczM,Sad
tHjgiu5-KG4,Scary
-FETD9Ow2w8,Funny
qkjyNudrwz4,Happy
i32FqFJbodY,Happy
0tnXcvHZdHA,Happy
hZHOqW06TEI,Angry
-q1CHL-9uNQ,Happy
iFtElTucf_o,Sad
XcqhhZYVrwM,Scary
NH_3Og8a14Q,Angry
RxdMDbJ9vs8,Scary
ComX3efC4v8,Scary
y_0UPux_b-c,Sad
7DNlRQlHe0g,Funny
XwCJZi8IlcU,Funny
kAomUmGTno0,Sad
0TIuwSaevec,Funny
KDuusOmEMHg,Happy
Qk8vJfk7l6A,Scary
3rigFimAwEQ,Sad
DopsS5Dd1Hw,Happy
oNcqngPVBIY,Sad
OshyhWVquA0,Happy
vQjeeuNxv4Y,Sad
AyJW2RW_25E,Sad
ES33nLcfb9Q,Scary
Jw-1x0zWdnI,Sad
P1o6qcASS5c,Angry
2U8Dvh7nwFI,Happy
lCAGVOnXvDg,Sad
K9o9mwqXehY,Scary
1KR9UNayIAc,Funny
LY2h1BtVXXQ,Sad
9tSDy7jLVYQ,Scary
Uw05540nVZA,Sad
IiFNkemlb_M,Sad
lpCV1tdqFgw,Funny
nZztuImrgHs,Sad
KpC-V5BOhDU,Funny
oob3wuXVzuM,Scary
BNZxDUR61Mc,Scary
X_ZNqN4s0BA,Sad
sj1fujcqJB8,Angry
S1dzxChKt_Y,Funny
i6CWBD_lP_U,Happy
6RgTojldHj0,Angry
BTg2Ed8T7nY,Funny
lBDrYpbabZ8,Angry
41fyZE_eGJk,Sad
g4H8bq7MV9k,Happy
lCwD_0ChWv0,Angry
l_Kg6xUan-Q,Angry
9ZryMX2UtAo,Happy
SoW9HAPjME8,Angry
irrbuWSa12E,Angry
Hooz4Ut1BqU,Angry
-SCTYrq78NM,Happy
SpTPbrH9DpM,Angry
OWrcwyRLegc,Sad
1u6Iu7gMMFQ,Happy
61BVkHzgDcI,Angry
pmlhwh3DTTg,Angry
00cjBW18AMM,Funny
tOsq9wJmaZs,Sad
zPMiMXCazAI,Scary
1SwqQ9Hgu4Y,Happy
ghiZoHs03PM,Scary
qx9lJRAExsk,Scary
fXt9duT3mWA,Funny
Hg2iscJ6CKY,Funny
gzSrfLRVZZ0,Scary
MqMogmk-4U0,Scary
f4_S2VUs4U8,Scary
j1edNxIcZtY,Sad
TUi9phjRYq4,Funny
EPvnkbo5wrI,Angry
3Wcp8qviOlo,Happy
FaD9qs2ACpI,Funny
ZhtD4JjaVUM,Sad
CwJRaE7m6Sw,Angry
UpgoqetJj9w,Happy
qDKxJbtngDI,Scary
NmXVAGQATvk,Happy
9YRXRsIFCdw,Funny
0iH0OPm9NCc,Sad
5ZF6bRkZeNI,Sad
-HKaeYUlJ2w,Happy
O7se0E7FZ7I,Sad
ZE6oN-uG4w8,Funny
t91V0G2lILo,Scary
u8aasGR2J8E,Scary
CBch4imv7VE,Sad
Fct1uqiDfmQ,Angry
jFXuiwIAy7M,Angry
7iMVwVCRRlQ,Angry
wNknUX5MKuk,Angry
rhuOEHnlKXk,Funny
emdXfF7yrlE,Angry
CZMG4zOJRjs,Scary
m-jbQikBU04,Funny
CAebjPD6PZ4,Scary
lsR_bctTSik,Sad
HbfqUtGJMus,Angry
vJctsYds8Ss,Funny
m9BunBnjTPA,Funny
rk-9-d80llk,Sad
EMH62GouiTA,Sad
fnl-L5lxY4s,Scary
blKw6XdI4ho,Angry
165MfFbsh_Q,Funny
HmeGz7VPkVk,Scary
olOed323_E0,Scary
GJTA3a4jIdU,Sad
w22TzdirCyg,Funny
pavVPxYg_Kw,Sad
4cxkN5Bxs7w,Funny
K6oBMh_eLLo,Scary
2OwtfGKL9x0,Funny
80C83_uanDo,Sad
lBKUDEb5fiQ,Scary
I2ZPP9jrdIE,Funny
fVuT6HE58CQ,Sad
K5BKZ8J6yV4,Funny
tPW7n7aNBWI,Scary
vX0s2q3ZYY8,Scary
Z98TWDei3pA,Scary
0YtZyiVVpL8,Happy
WqQl-04AFaQ,Angry
WwhcBXBMSaM,Scary
YX7x-3GclOo,Funny
aRA6_UnNw9E,Happy
ueh3Qg2q95I,Scary
Qt96IYV56vY,Scary
e2eRITTj58A,Funny
8nF4wtCrhyk,Scary
6prG_6o0IX4,Angry
vFLlcU5LRN8,Angry
K5mxaGokLvs,Angry
fAHYe-qmFnU,Scary
l3R5AENw_zc,Scary
NLD24T-Ds3o,Funny
_zOLS6Ycvwc,Funny
-YzKv0fvoAY,Angry
odF9WvrSmSM,Funny
gZ59Tx454DU,Angry
1pqcGicsem8,Scary
OjLcZe7WUig,Angry
JatUlYsLTqY,Angry
DTvgV-2X5bY,Sad
39cpK4ytBA4,Happy
b4Ratf5ICmE,Scary
2pSuDrdrMBE,Angry
ocNhGWdWTsI,Sad
bAMVHXIENCs,Angry
BiWmcBX-4as,Sad
lFvclBS73Xg,Funny
kUDkTrSxf88,Angry
R0xhkrjggys,Angry
-vxza7AEsWk,Happy
0aVBst4DxYc,Angry
7-iYtxamwcM,Sad
5AS-cRUo-vQ,Happy
yivw-6wM4yI,Sad
djFXF5V9aUs,Angry
nlcqVKuAd0Q,Angry
1_oSQS4pxIs,Happy
piyYJ2l_h8Q,Happy
Mxivhc-xd6s,Happy
sGLTyOPcIY8,Funny
mEwxLO-Z29c,Sad
i0Lfuq3WgI0,Scary
-xUBwlhR714,Scary
MYMq9SYOPBE,Sad
397mU38mh8I,Sad
TjxJ9C3hE6c,Scary
66Q2a8s49gk,Sad
O8inSQ12bIo,Angry
Insr9tkXV_M,Funny
zlexFk7N0aw,Angry
SAhG1DibSuE,Scary
cYG5LNa_pPQ,Happy
bwE7TcNaHLM,Funny
pR87Ts3a0e8,Angry
AHmcuClSTL4,Angry
FDswuKqAp0Q,Sad
JxdPLIEfLIg,Happy
03eIzjefZ90,Happy
68qbDjhC1OE,Sad
BLG8KIcTOUM,Sad
BSLYviJmjdc,Scary
zaBlO5HqqrA,Sad
WZVXHLnwi-U,Funny
Cc12Gg28c8Y,Sad
W-SxHL2P9Mc,Scary
iuiGAC82Rok,Funny
jJoyPndQ_nY,Sad
0o0TvvZViis,Angry
dwSj0Rr3vFc,Sad
_49csVyC_P0,Sad
YbkYjGtljB8,Angry
5speFcRxcUc,Angry
T1rkdlDDWFw,Sad
95VB_GNBzaw,Funny
glwTBs-cQLw,Sad
aNeC7sZQxwc,Scary
LZlHRgTmd6I,Sad
zfmzi3Tw3lg,Sad
xUMHT3tEnj8,Happy
2xw38gDkj44,Angry
o1Lf6uFGIq0,Scary
1urDicxbVI8,Happy
nqZDSLNO-DQ,Scary
kJieyUS30y4,Angry
pbVYSktQ5jE,Happy
26ljebx1OCQ,Scary
Hax0xFzpZKQ,Funny
waGL5T7CLtY,Funny
om3VC6ru4yk,Scary
S3UwkdzBaro,Sad
lMAQKp5ECiQ,Sad
rJskSPT2JsY,Funny
OAoXZSCmNwg,Scary
FLGy7oJqCOI,Happy
Qr0HsauJabs,Angry
-NPqCu4DyAM,Funny
0-DVrCnMmos,Scary
_VmCPixy9GQ,Scary
wsv-fMmjolk,Sad
tx8nCjGjdlw,Sad
s32SityPJTk,Scary
hGEdunlnGKs,Funny
MXEgMGYi84I,Sad
00qMXu5Msg8,Sad
pJiK6icWEmU,Funny
7VGpIrz4B5I,Happy
JG5eMcEkw_s,Sad
9G7EBC-A8_8,Scary
-BfLyAjpt6k,Sad
yzhnYffG8T0,Sad
f4Jh91G3los,Scary
gBvjglnCuJc,Scary
CJCuGSvBiZY,Funny
tvKLfZbOWW0,Funny
AxdR5g7O59U,Sad
5asIgnTN8oI,Sad
OBJM1TqPvu4,Scary
ZrkvPqsR8Qs,Funny
DofVl9IXWyw,Angry
-nn6P7Kn1sM,Happy
2c_01aAawdA,Scary
iCHskFoUvbw,Angry
-ZJ0T6C54sY,Scary
H0GhpHKOBEw,Funny
rvhyE9TsuN0,Sad
_8Zy-rbfQUc,Scary
Ol8gIVa1b8k,Angry
Vulxv9DQOI4,Happy
xA1AVhSx43g,Scary
QJwkX-KR5KY,Funny
CtqrEdm7snU,Scary
yZJOQIw71lQ,Scary
lKHqrUOz2rQ,Funny
8ClkK877OK8,Sad
kz-fkQRgBkA,Sad
gU8h9ArwaT8,Funny
DRMxqdYCuBU,Happy
k1QroWBE3YI,Scary
Ru-d3RZDTTU,Happy
Kutiwu_gb3I,Sad
04T3WkD4tf4,Scary
nhiEZoP8mjY,Sad
lnJdWXRgjKo,Sad
SZb1Dv75H6U,Scary
yL7LAe4qfjY,Scary
-RHOliUyF44,Scary
7gi1Gsgj2QE,Angry
BzM0qok5Cns,Happy
IFaS7WHBhig,Angry
X7F1IXoAjtE,Scary
ofOG4xeYLEQ,Sad
6Mbj6Rt0CBs,Angry
6CmmU5AHDsE,Scary
zhPIyu0N7gA,Scary
3_maGeleZTo,Angry
GtRsE4a-g_A,Scary
w6qw50Kk1-U,Sad
4yIH9Bk973Q,Happy
jq7KYjtYKOo,Angry
TIT1urd-G7k,Sad
8GeooOGbOtQ,Sad
1WJwfVNwJGE,Scary
xzWkkkeP6M8,Sad
Bj01nytA-MY,Scary
10E405EYGaQ,Happy
Ur8O3h8S0K4,Happy
wDjT8KXRKsI,Funny
6TGhP0sfQYk,Scary
n0WVWp7FuZ4,Sad
-zUI9SIl45k,Funny
EK1CAEDrKb0,Sad
9xEINFuD6x4,Sad
fX5y0dBXcPA,Angry
2jyljS5l-K8,Funny
BDwBb4DIIVw,Funny
euAQCWBX6ns,Happy
BYniSycK08w,Scary
x_wySgfoZXQ,Happy
6PJ5SVoxUkM,Scary
5xhjln_uyzY,Funny
UkdrF1ZTkes,Scary
hzNgl81rl00,Sad
MDM-MqDGAGM,Scary
pS_kkwy1qa8,Sad
7W9oGLcsHEg,Sad
OhVm-D-_ceQ,Sad
vp6p45b-038,Sad
59OV3CLEwyc,Funny
Q7C6LdhCEs0,Sad
U0E7nlilwJM,Funny
HfxPBYHDXSQ,Angry
sS6jlkV_cxY,Sad
6ri-SBCguO0,Scary
3ZhyXbwFQAM,Angry
nLUTYCCdMdY,Funny
MT61L9LOhcI,Scary
vIqY7g8NFSU,Sad
16mOatIJT_k,Happy
yqiiJw4JcSI,Scary
BKcm4lZ9t08,Scary
VKXPU-yONRI,Happy
a9INtgF0mYM,Sad
9wB7k_JrKBA,Angry
o4uVKf0lgjg,Scary
Wvg5rlMbjJc,Angry
SQ0M4Kq-peg,Funny
WHC6wYsKDEw,Scary
2hxIN0MTKbs,Funny
3vaLR0v4DpE,Funny
T-a9l4pJW08,Scary
G0-xymgpaQI,Funny
QOTSZMSWeow,Scary
w3OWkNTmViI,Sad
VVGFrc5L6TA,Scary
IXUoY_KgCko,Funny
S8Jg6lO5row,Sad
dohsegwPayI,Scary
G52IMnQS_es,Angry
1BIsocjYRWs,Scary
fLrghS3vBqc,Sad
9zewH3txprk,Happy
ruQi59rCDAM,Sad
AmDIATLDf1s,Happy
vUHqtNCK878,Scary
3OUNEL8XaR0,Sad
VkhWVG5MqdM,Sad
-JvB5AL59fM,Happy
lOJYT79Pfj8,Scary
kLxpGa1onl8,Funny
HMG__6wurdU,Funny
_7O5iuTFUrg,Scary
3Ms0dLcAM_4,Scary
0Fp64ZqBDvo,Sad
ujoohvHY27g,Sad
EjUok0hUwMA,Sad
bhQ6dsvFA-8,Happy
FC0KySb6FsQ,Angry
Pp5EeSMEaXA,Funny
10v7XLc__L0,Sad
xUsWPtMhqLw,Funny
J3Z30oZJRaU,Scary
I6he0NXHXmo,Sad
9Yyg_ZXpeGQ,Happy
1FnT0RrfMEA,Sad
-tE6lxBn5Zc,Happy
X19E5MhsqiY,Angry
5vJFTVnEN9o,Sad
pyttBCg0944,Happy
ekNtZnk3qgA,Scary
-Zk-wQ2z3CE,Happy
3AIXbwebZoQ,Happy
WTA-bfbMCio,Sad
SI-xcUNb7g4,Funny
Uu5bI2fY3Es,Scary
-H_vmVLZwi0,Happy
JIoeZrVm9d0,Sad
UCzgyw0QT4k,Angry
0bLCyruplaA,Funny
qIN18u0Da_Q,Happy
tJCQ7wUoVmA,Scary
95vC0SAdaqs,Angry
e4abjaPD9R0,Angry
OB_Z9BBkjPY,Funny
fnvRqT3hUkI,Sad
Mdo9FNygOY8,Sad
14JM8a4JHRQ,Sad
_ovtOQ4igfQ,Sad
-MKIhbk0Oqs,Funny
3ZhQCSjATPY,Scary
ns2VzWZUHHs,Sad
eNT79EjOm1U,Angry
XQdEG2QOcS4,Sad
_dwlaM9sEw0,Angry
DeD_oaJ_S7w,Scary
D9vjsbQvyu8,Angry
1nDumvVsdqs,Happy
gK8h26zWxIo,Scary
sLNupgch3wU,Sad
nQFiDNNDoZ8,Funny
naN0X16Oqs0,Happy
qZkM3QaeaUM,Sad
aKUCAIsCTrg,Sad
_tyEb-jO9hU,Scary
RDZ18AkQgzU,Funny
Q9oC_1adh18,Funny
-C0wSB6gEfw,Funny
oSg1VJHiPOE,Happy
8rQLRC6Och4,Scary
46vgR5aQFck,Sad
4buXStyxnaM,Happy
byQX3RZacJw,Happy
10qWY6uDb-A,Happy
8LqbyaLwfoc,Scary
w4JUytXlcTQ,Happy
XWGmbT5n9K0,Scary
noX_Wy4WNI0,Angry
G66xuHidMUA,Sad
53Dqp73SGJY,Scary
-cxOEFwwNuY,Scary
AbThgA6dlgY,Sad
qccGnyiSGnw,Sad
I0LInoUIjEg,Scary
9QAz1uR1qjk,Sad
zGsdcccnz1U,Angry
XAqRofzrZPo,Sad
cDbwqz49rIo,Angry
z_DoDXm2hmU,Happy
XTuO8jJWBHI,Angry
tU-6-gDelBE,Happy
i7vV_43scRE,Sad
SNrYLKrmB90,Angry
BtvxTlyy4s8,Sad
6MQoo69ca2M,Scary
NmOjBnnrFds,Sad
sIXOOjUXPlY,Scary
0pzNlyWnSs4,Scary
JQWWrWkl4v0,Sad
1JO2KzX20JA,Scary
fywZ701YTts,Happy
2emW0_pWMJ0,Happy
NHk_cMGG0Ec,Happy
peWFw_1iHsY,Happy
vTG3NdRVUNE,Sad
rBlkNXSoB2g,Scary
5Wv-ePuV2g4,Scary
6-CMq6xw0fg,Happy
OLGe7RPC1lM,Scary
8nuT_P1VqLU,Happy
1oq8vNsHnZU,Happy
dOKVNfYc7kw,Sad
SWDwwzVRE2k,Scary
AP8N6Z6IoYk,Sad
ccOZGaquBY0,Sad
eNWMzjfMjds,Happy
PYZVa4PAEEU,Sad
4Bc9OoagYmo,Happy
FUHstzc0X_c,Sad
q43_G02mvGQ,Sad
AVPm96vrUQw,Funny
kcTwJwdLTSo,Sad
7ONSaaRHpNg,Scary
SHObEuQ_Eq0,Scary
8LfSOuOwTwY,Sad
t6hNsEInOqg,Happy
jYq0aV5Q4LE,Happy
TcZWyexm04s,Funny
ulz8lg_dmUI,Angry
31DrsBaMVJc,Sad
XAtZ8P6Ykoc,Scary
BD4qk_W9RmA,Scary
YiejNklhvKY,Funny
pEusXyjYS5I,Sad
BK4Y9-CsnuE,Sad
6o58zAcS3JQ,Funny
TiG4WcLK9xY,Scary
E_34BmDVnOI,Scary
WcXH5xNgqIs,Happy
EYC-y9UyREc,Sad
pcvfsO02H5E,Funny
ByhW13crVn8,Scary
rggIITY1E4E,Sad
9vbsI9xFuo8,Angry
U71EKNTu9vo,Funny
2SK6A5TiMyI,Sad
KvWtXqz58TU,Happy
__Xfqlc7GbI,Sad
ZEdRh8h-WM8,Angry
ka7hlYi2FLY,Funny
HZJGb67aTnw,Scary
ac7CTQQsBLE,Sad
3hw7yCOlSPU,Funny
HqcZ75oplwg,Happy
eDeH6sGBrLs,Sad
RSmNh8gfqg8,Happy
zI_2N_Ujkeo,Angry
16ZPqasduJc,Funny
_8ACwjrgIRw,Scary
8Eg1_ZW8Nww,Angry
a66Wmk03w0I,Angry
1k3oEiHBHtE,Sad
LFRLVnJ_m7M,Scary
8qq9lIuskhw,Angry
86llDH3w9Co,Angry
TagEUWwDMaw,Sad
oC_88nP9y_I,Sad
2WvGdZ-WdjQ,Happy
Dsb7vnfKsec,Scary
HnWkvMAE030,Funny
XqmtW36d76k,Scary
53SVL2IJ2Vk,Happy
j3Kd95c-5LE,Happy
dPCj4WhTZ3c,Angry
uDHqVX1Bezg,Scary
WZtnXpnOKQk,Sad
wA_TGZ1kC5k,Sad
1fRpcb6Tq4o,Happy
-nwojhS9bnE,Funny
2SD9e3iOtp8,Sad
7Q9r7sJyUgU,Sad
9-Tmq2qBCmM,Happy
2svbvctB_xc,Sad
2o6llB90bS0,Happy
zTtZH-Q61Ik,Happy
4eyeNCxpp3o,Funny
HILtVwhRaLg,Scary
wxcsyMq_Ts4,Scary
oZ4iZmMYroA,Sad
BZ_ual2hBqY,Happy
Q3yG9IVlz4Q,Scary
u4fb5hxiaXM,Angry
X_dOUMmM8FE,Angry
01moRUFQ9lc,Happy
HuB4sjzuK-4,Funny
041HaDQahoI,Happy
ZFQ6GG9qbgY,Funny
YjPvaodju2o,Sad
3nOZVzcIgms,Funny
dhit7VaDGRc,Happy
eW-kZ6jGwp0,Happy
_NHjgWrQYsg,Funny
4yW-JOctv3o,Angry
pATwS0TuJlw,Sad
zEitTCq0yuA,Happy
R4FAspB15D0,Happy
ylAmDvekkuk,Scary
a77U_MH1V7o,Scary
xQgg0yvPvN0,Happy
lvz49L4HtX8,Scary
f3nQa2LVFNI,Sad
KBurvp1rsmw,Funny
k9yiCYhxHCw,Angry
kD-hM6jSlw4,Funny
R5QlD3IO8Ng,Scary
0iaEGZKPw78,Scary
HX1xQsQ9B1I,Angry
uJeKiJlmO7M,Funny
BdKrqUMn1ak,Sad
KW3BzNf6rJI,Scary
E34wtEqx9pE,Sad
hBoiIunLQPY,Sad
Ar6i_U3gisg,Angry
J7DhpBLxDXU,Happy
Io_QR_XQJ94,Angry
G9ktd2Chhss,Sad
t8dpsXku3Yw,Funny
AiGv5ffjElI,Happy
33m9zCuQYXg,Angry
-W8E1ctn35g,Sad
m34AMrwGoLE,Angry
YEf8rUu1hc4,Sad
uTBGmJCF8Go,Happy
7M-fEZ_Fc7Y,Happy
-zH9BkzRMTk,Angry
jr_uMMQmNE4,Happy
bePPIm7r2a4,Scary
lAA-gViHQrw,Angry
NiLg3mS5FYQ,Sad
S5zLi6zuWLw,Angry
3MA3oAeQzhA,Scary
o4gWbuanRf0,Scary
kqi6CwKTRJ8,Scary
DgGnpQDc5JM,Scary
_JX5aHr_nmI,Sad
LDohiWbLgMU,Angry
JYTN1Y4U-bs,Sad
V7GTjthUt3A,Funny
0VQemc6bLlA,Sad
SjeQ_sI4YGw,Sad
Jfdjtorjbbs,Angry
KCLYEbR7tQU,Angry
e_E_3mYl8Zc,Scary
a7s-uE_4XVQ,Scary
86OFoxvPQng,Scary
ZUXfcVBeKdA,Funny
MWQqnMdhkv4,Scary
1GenA8K5f5o,Angry
PxoOKVUvFpY,Angry
SewolLTzgdw,Scary
nuYvx1G7e_4,Angry
-8LoicX72Lw,Sad
d17UTRgujUw,Angry
j-RYXHxWFcc,Angry
2FSdzKqamJk,Sad
8IuhrMiFVM0,Happy
BxbB2_N5Xtk,Funny
dATXOznsMSM,Sad
f4ruqAOKnv8,Angry
lf5DOKPwfDM,Funny
a_dcGM5gTfo,Sad
4RWlaSOQ_SY,Scary
Cvdqz12Xe7A,Scary
STYpY_9H9hk,Happy
M6znbFUe2F0,Scary
0NyTgMNTzbs,Happy
BBOXCric0Mw,Scary
1y2pHZtiMQA,Sad
TzS6ql8eu44,Angry
eWqD_VOympU,Scary
9QUgrJpIIP4,Happy
eKEEOSbxsos,Sad
NKMgBBO5j3k,Scary
sHbGsZUsisE,Angry
eMuCq5UQeTw,Happy
jiPTQpgq00c,Scary
r5D1DlDiXwU,Happy
279e16MtB9g,Scary
SZQvY9H4gV0,Angry
_efkbvjtaxI,Funny
LzSdTKcjY3E,Angry
A-7dmBdsFXc,Scary
rIGwFpf9X7w,Sad
jxkgJHvciGA,Scary
p1F6nZXIrEM,Happy
PtRBCz8EEcc,Scary
q4gbo_xrgNI,Scary
NenAIIHTSno,Happy
GRYod4ZxK7k,Happy
PwRkuM7ocXc,Sad
Bmloa7qj93A,Scary
M4LG85yZDtI,Funny
39KYOCoPNzA,Happy
uSCmK-RrAOE,Funny
D9ygxIOKCRw,Angry
7SovBBzDrAo,Sad
nYO8n62Piys,Happy
PV3kAKfdBzs,Angry
QECuwosV-c8,Scary
cqOk5VoJkrs,Scary
5fPxUI0Fl-4,Happy
HOkuea1wExA,Sad
BAN7iE_R40M,Scary
Mq_eBr6rj3A,Angry
dDuZdKiCy4k,Scary
XLkv3nxb0BQ,Scary
-PxB0gFkFfA,Sad
WbMoSNAABhg,Scary
CdzWyRPgoVs,Scary
wWCaHDJ8MM0,Scary
A4Dn80C23aI,Sad
jQpZF4_x3pI,Sad
kMp88mh3uB0,Scary
Bv-EGdPPiro,Happy
gLnFGyaN4CA,Happy
wDq8bM3e9sw,Sad
s7o-Hfs2a20,Scary
CmwY4A2MMU0,Angry
f1ceOPmlBSQ,Funny
qgzr00fLfPQ,Sad
qV65LZfod4o,Sad
1ACvIMrfYxw,Sad
bfp3nRnXyIU,Angry
kmOnP3TOO6k,Sad
4GHTZJ1FFQs,Scary
2gFXanO5PE0,Scary
OJo1dLnfIK4,Sad
-1Z0N9uJX7Q,Happy
vp-X6ovMRw0,Angry
OWe1h2t7nVE,Scary
ijdDx_FIhuI,Sad
KGRBSPAyiQQ,Sad
1NMmjTbO7Wo,Sad
-FJz1nOE2bs,Sad
sLhFNhleEZU,Happy
c5XMvy0NpQ8,Angry
vyRPsyLrGLI,Funny
8F7rTWxlBCg,Sad
W72acllwN1s,Angry
DR3vyuzS2xA,Sad
ppYsVO6a3xk,Scary
s30WJKYlCQ4,Angry
TKioaHeIgSs,Angry
1liWiSGVSag,Angry
12x2aiPckqs,Sad
PnrK5AqBHe0,Scary
rlMbpBBPqBM,Angry
wFvoj6TqSrc,Funny
1PhE5ABUyzY,Happy
A0KqU4XH2CY,Sad
s4fsybL1lhM,Sad
K2jRKmiQpVc,Sad
r4sjz-Ab1Zw,Sad
2-jvKF_UP1A,Happy
VAAwwyh0nLA,Sad
FYV4UbLx1xU,Funny
_Id3ZUpoOZ4,Scary
IIXRHhSpDY4,Scary
-CcmCxOeRCw,Funny
YsYIAK27wuA,Funny
Tvl53uUg6eY,Scary
4hKu9zLRWkU,Scary
bjHTfsr7Jso,Happy
